study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,13591,SOEP-IS 2013 – Application for the Inclusion of Additional Batteries of Questions,"Andreas Stang, Melanie Zinkhan",2022,,"Andreas Stang, Melanie Zinkhan. 2022: SOEP-IS 2013 – Application for the Inclusion of Additional Batteries of Questions. SOEP Survey Papers 1085: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839716.de/diw_ssp1085.pdf,
soep-is,13592,"SOEP-IS 2013 – Research Proposal ""Conspiracy Mentality""",Peter Haffke,2022,,"Peter Haffke. 2022: SOEP-IS 2013 – Research Proposal ""Conspiracy Mentality"". SOEP Survey Papers 1087: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839718.de/diw_ssp1087.pdf,
soep-is,13593,SOEP-IS 2013 – Proposal for the Addition of the Short Version of the Narcissistic Admiration and Rivalry Questionnaire (NARQ-S) into the SOEP Innovation Sample,"Albrecht C. P. Küfner, Roos Hutteman, Mitja D. Back",2022,,"Albrecht C. P. Küfner, Roos Hutteman, Mitja D. Back. 2022: SOEP-IS 2013 – Proposal for the Addition of the Short Version of the Narcissistic Admiration and Rivalry Questionnaire (NARQ-S) into the SOEP Innovation Sample. SOEP Survey Papers 1088: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839776.de/diw_ssp1088.pdf,
soep-is,13594,SOEP-IS 2013 – On the Socio-economic Effects of Physical Activity,"Michael Lechner, Tim Pawlowski",2022,,"Michael Lechner, Tim Pawlowski. 2022: SOEP-IS 2013 – On the Socio-economic Effects of Physical Activity. SOEP Survey Papers 1089: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839778.de/diw_ssp1089.pdf,
soep-is,13595,SOEP-IS 2013 – Project “Mobility and Identity“,"Franz J. Neyer, Julia Zimmermann, Elisabeth Schubach",2022,,"Franz J. Neyer, Julia Zimmermann, Elisabeth Schubach. 2022: SOEP-IS 2013 – Project “Mobility and Identity“. SOEP Survey Papers 1090: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839780.de/diw_ssp1090.pdf,
soep-is,13596,SOEP-IS 2014 – Cross-Cultural Study of Happiness and Personality,"Yukiko Uchida, Gisela Trommsdorff",2022,,"Yukiko Uchida, Gisela Trommsdorff. 2022: SOEP-IS 2014 – Cross-Cultural Study of Happiness and Personality. SOEP Survey Papers 1092: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839806.de/diw_ssp1092.pdf,
soep-is,13597,SOEP-IS 2014 – Determinants of Attitudes to Income Redistribution,"Christina Fong, Ilpo Kauppinen, Panu Poutvaara",2022,,"Christina Fong, Ilpo Kauppinen, Panu Poutvaara. 2022: SOEP-IS 2014 – Determinants of Attitudes to Income Redistribution. SOEP Survey Papers 1093: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839810.de/diw_ssp1093.pdf,
soep-is,13598,SOEP-IS 2014 – Financial Investment Module,"Steffen Huck, Georg Weizsäcker",2022,,"Steffen Huck, Georg Weizsäcker. 2022: SOEP-IS 2014 – Financial Investment Module. SOEP Survey Papers 1094: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839847.de/diw_ssp1094.pdf,
soep-is,13599,SOEP-IS 2014 – Integration of the Flourishing Scale – Positive Personal Development Following Major Life Events,"Judith Mangelsdorf, Ralf Schwarzer",2022,,"Judith Mangelsdorf, Ralf Schwarzer. 2022: SOEP-IS 2014 – Integration of the Flourishing Scale – Positive Personal Development Following Major Life Events. SOEP Survey Papers 1095: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839849.de/diw_ssp1095.pdf,
soep-is,13600,SOEP-IS 2013 – Factorial Survey Module on Job Preferences and Job Offer Acceptance,"Katrin Auspurg, Thomas Hinz",2022,,"Katrin Auspurg, Thomas Hinz. 2022: SOEP-IS 2013 – Factorial Survey Module on Job Preferences and Job Offer Acceptance. SOEP Survey Papers 1091: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839786.de/diw_ssp1091.pdf,
soep-is,13601,SOEP-IS 2014 – Inattentional Blindness,"Dalton Conley, Christopher F. Chabris, Daniel J. Simons",2022,,"Dalton Conley, Christopher F. Chabris, Daniel J. Simons. 2022: SOEP-IS 2014 – Inattentional Blindness. SOEP Survey Papers 1096: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839855.de/diw_ssp1096.pdf,
soep-is,13602,SOEP-IS 2014 – Individual and Age Differences in Decisions from Description and Experience,"Rui Mata, David Richter, Anika K. Josef, Renato Frey, Ralph Hertwig",2022,,"Rui Mata, David Richter, Anika K. Josef, Renato Frey, Ralph Hertwig. 2022: SOEP-IS 2014 – Individual and Age Differences in Decisions from Description and Experience. SOEP Survey Papers 1097: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839857.de/diw_ssp1097.pdf,
soep-is,13603,SOEP-IS 2014 – Proposal to include Justice Sensitivity short scales,"Anna Baumert, Thomas Schlösser, Constanze Beierlein, Stefan Liebig, Beatrice Rammstedt, Manfred Schmitt",2022,,"Anna Baumert, Thomas Schlösser, Constanze Beierlein, Stefan Liebig, Beatrice Rammstedt, Manfred Schmitt. 2022: SOEP-IS 2014 – Proposal to include Justice Sensitivity short scales. SOEP Survey Papers 1098: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839859.de/diw_ssp1098.pdf,
soep-is,13604,"SOEP-IS 2014 – Lottery Play: Expenditure, Frequency, and Explanatory Variables","Jens Becker, Mark Lutter",2022,,"Jens Becker, Mark Lutter. 2022: SOEP-IS 2014 – Lottery Play: Expenditure, Frequency, and Explanatory Variables. SOEP Survey Papers 1099: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839869.de/diw_ssp1099.pdf,
soep-is,13605,SOEP-IS 2014 – Major Life Events,"Julia Zimmermann, Maike Luhmann",2022,,"Julia Zimmermann, Maike Luhmann. 2022: SOEP-IS 2014 – Major Life Events. SOEP Survey Papers 1100: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839871.de/diw_ssp1100.pdf,
soep-is,13606,SOEP-IS 2014 – Too Optimistic? Measurement of Self-Evaluation and Overconfidence in Different Life Domains,"Patrick Arni, Lorenz Goette, Nicolas R. Ziebarth",2022,,"Patrick Arni, Lorenz Goette, Nicolas R. Ziebarth. 2022: SOEP-IS 2014 – Too Optimistic? Measurement of Self-Evaluation and Overconfidence in Different Life Domains. SOEP Survey Papers 1101: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839877.de/diw_ssp1101.pdf,
soep-is,13607,SOEP-IS 2014 – Separating systematic measurement error components using MTMM in longitudinal studies,"Alexandru Cernat, Daniel Oberski",2022,,"Alexandru Cernat, Daniel Oberski. 2022: SOEP-IS 2014 – Separating systematic measurement error components using MTMM in longitudinal studies. SOEP Survey Papers 1102: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839879.de/diw_ssp1102.pdf,
soep-is,13608,SOEP-IS 2014 – Inclusion of the Short Form of the “CHAOS”-Scale in SOEP-IS,Wolfgang Rauch,2022,,Wolfgang Rauch. 2022: SOEP-IS 2014 – Inclusion of the Short Form of the “CHAOS”-Scale in SOEP-IS. SOEP Survey Papers 1103: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839881.de/diw_ssp1103.pdf,
soep-is,13613,The Determinants of Population Self-Control,"Deborah A. Cobb-Clark, Sarah C. Dahmann, Daniel A. Kamhöfer, Hannah Schildberg-Hörisch",2022,"This paper demonstrates that structural factors can shape people's self-control. We study the determinants of adult self-control using population-representative data and exploiting two sources of quasi-experimental variation-Germany's division and compulsory schooling reforms. We find that former East Germans have substantially higher levels of self-control than West Germans and provide evidence for suppression as a possible underlying mechanism. An increase in compulsory schooling had no causal effect on self-control. Moreover, we find that self-control increases linearly with age. In contrast to previous findings for children, there is no gender gap in adult self-control and family background does not predict self-control.","Deborah A. Cobb-Clark, Sarah C. Dahmann, Daniel A. Kamhöfer, Hannah Schildberg-Hörisch. 2022: The Determinants of Population Self-Control. IZA DP No. 15175. Bonn: Institute of Labor Economics (IZA)",30 Discussion Paper,SOEP-IS,https://docs.iza.org/dp15175.pdf,
soep-is,13715,SOEP-IS 2019 – Fragebogen für die SOEP-Innovations-Stichprobe (Update Release 2020),SOEP Group,2022,,SOEP Group. 2022: SOEP-IS 2019 – Fragebogen für die SOEP-Innovations-Stichprobe (Update Release 2020). SOEP Survey Papers 1141: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,SOEP-IS,https://www.diw.de/documents/publikationen/73/diw_01.c.844968.de/diw_ssp1141.pdf,
soep-is,13716,SOEP-IS 2019 – Questionnaire for the SOEP Innovation Sample (Update Release 2020),SOEP-IS Group,2022,,SOEP-IS Group. 2022: SOEP-IS 2019 – Questionnaire for the SOEP Innovation Sample (Update Release 2020). SOEP Survey Papers 1142: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,SOEP-IS,https://www.diw.de/documents/publikationen/73/diw_01.c.844970.de/diw_ssp1142.pdf,
